cui,ano,prestaciones,descripcion_obra
0602055,2021,Gas,Adecuacion instalacion de gas
0602055,2022,Albañileria / Pintura,"Pintura 2 aulas y provision termo., Ejecucion alero y reparacion junta patio"
0602055,2023,Carpinterías,Cambio canaleta y pluviales gimnasio
0602061,2021,Gas,Adecuacion inst. de gas casa casero
0602061,2022,Carpinterías,Reposición cortina blackout
0602061,2022,Electricidad,Iluminación exterior
0602061,2023,Electricidad,Secundarias del Futuro 2 aulas 1 año
0602124,2021,Cubiertas / Impermeabilizaciones,"Cambio de cubierta, cuarto de auxiliares"
0602124,2021,Electricidad,Instalacion de purificadores
0602124,2022,Carpinterías,Colocacion de mosquiteros
0602130,2021,Calefaccion y Refrigeracion,Reemplazo estufas y adaptación tirajes
0602130,2021,Carpinterías,Colocar malla antipalomas en ventanas
0602130,2021,Electricidad,Instalación para 8 purificadores de aire
0602139,2021,Electricidad,"Iluminación LED en espacios de PB, Instalacion de 8 purificadores Se devuel"
0602139,2022,Calefaccion y Refrigeracion,Trabajos en caldera. Se vuelven a solici
0602142,2021,Cubiertas / Impermeabilizaciones,Reparar instalaciones cloacales en baños
0602142,2021,Sanitarias,Trabajos en cañeria cloacal
0602142,2022,Albañileria / Pintura,Cielorraso suspendido-Comedor
0602142,2022,Calefaccion y Refrigeracion,Instalación de cañerías nuevas de calefa
0602142,2022,Carpinterías,Reemplazo del ventanal de hierro
0602142,2022,Medios de elevación,Cambio de la placa de seguridades
0602142,2022,Sanitarias,Reparar y limpiar cámara desengrasadora
0602142,2023,Albañileria / Pintura,Pintura de casrpinterías en comedor
0602142,2023,Carpinterías,Instalacion de Alambrado Olimpico
0602142,2023,Otros Servicios,Cambio de cañería cloacal y acondicionam
0602145,2021,Carpinterías,Adecuación de planta alta
0602145,2021,Electricidad,"Colocación luces emergencia, Instalacion de purificadores de aire"
0602145,2022,Carpinterías,Colocar lona-Cubierta en patio
0602145,2022,Cubiertas / Impermeabilizaciones,Toldo de chapa en ingreso a E.E.
0602145,2022,Sanitarias,Reemplazo red cloacal Bº nenas
0602148,2021,Carpinterías,Colocación pinches antipaloma en fachada
0602148,2022,Albañileria / Pintura,Reparacion y pintura completa de paredes
0602148,2022,Cubiertas / Impermeabilizaciones,Colocar membrana-Cubierta aulas Jardín
0602151,2022,Sanitarias,Impermeabilización de bajadas y rejillas
0602181,2022,Albañileria / Pintura,"Secundarias del Futuro, Pulido y pastificado parquet SUM P.A., SDF 2 AULAS 2023"
0602181,2022,Calefaccion y Refrigeracion,Cambiar quemador y modificar chimenea
0602181,2022,Carpinterías,Provisión de puerta trampa de chapa
0602181,2022,Electricidad,Reparación central alarma incendio
0602181,2023,Electricidad,INSTALACION EN ESPACIOS SEGUROS
0602232,2021,Cubiertas / Impermeabilizaciones,Impermeabilización terraza vivienda
0602232,2022,Sanitarias,Instalación de termotanque en cocina
0602232,2023,Albañileria / Pintura,Reparación de revoques y pintura
0602235,2021,Carpinterías,"Aberturas, cerramientos"
0602235,2021,Sanitarias,Cambio caño alimentacion tanque casera
0602235,2022,Carpinterías,Nueva alimentación a tanque cisterna
0602241,2021,Electricidad,"Instalacion de purificadores de aire, Cambio de central telefónica"
0602241,2022,Electricidad,"Prov. y coloc. de luces de emergencia, Timbre de recreo automatico"
0602241,2023,Sanitarias,Cambio de un tanque cisterna
0602244,2021,Cubiertas / Impermeabilizaciones,Ampliación de instalación eléctrica
0602244,2021,Sanitarias,Inst. camara interceptora de grasa. Se s
0602244,2022,Albañileria / Pintura,Construcción de una pared gimnasio
0602244,2022,Carpinterías,construcción alero de chapa Se solicita
0602244,2022,Sanitarias,Reemplazo del tanque de reserva
0602247,2021,Albañileria / Pintura,Arreglar filtracion terraza
0602247,2021,Calefaccion y Refrigeracion,Instalacion equipos de aire acondicionad
0602247,2023,Electricidad,Reacondicionar  tablero electrico
0602250,2021,Calefaccion y Refrigeracion,Instalacion de estufas TBU
0602250,2021,Carpinterías,Colocacion de Red Antipalomas
0602250,2021,Gas,Instalaciones de gas
0602250,2021,Incendio,Reponer 10 extintores
0602253,2021,Gas,Proveer y colocar cocina-Casa casero
0602253,2022,Albañileria / Pintura,"Prov colocacion  cielorraso, Pintura gral en paredes Y carpinterias, Pintura gral de cielorraso, paredes"
0602253,2022,Cubiertas / Impermeabilizaciones,Cambio de canaleta de zinc
0602256,2021,Albañileria / Pintura,Albañilería- Instalaciones
0602256,2021,Electricidad,Instalacion Electricidad- Purificadores
0602256,2021,Sanitarias,Reparación cámara cloacal
0602256,2022,Calefaccion y Refrigeracion,Reparar calefacción
0602256,2023,Electricidad,Prov y col de 12 ventiladores
0602259,2022,Electricidad,Colocación luces emergencia
0602274,2022,Otros Servicios,Limpieza total de la casa habitación
0602274,2023,Albañileria / Pintura,Pintura general en patios de primaria
0602277,2021,Albañileria / Pintura,"reparación pared sala jardín, Colocación mesada en cocina, alba. pared"
0602277,2021,Gas,readecuación instalación de gas
0602277,2022,Electricidad,PROV Y COLOCACION DE LUCES DE EMERGENCIA
0602280,2021,Saneamiento,Proveer y colocar 7 purificadores
0602280,2022,Cubiertas / Impermeabilizaciones,Ejecución de nueva canaleta de zinc
0602298,2021,Carpinterías,colocar reja de malla soldada 5 x 5 PA
0602298,2021,Electricidad,reemplazo central telefónica
0602298,2023,Albañileria / Pintura,"SDF 2 AULAS 2023, Espacio Digital"
0602298,2023,Calefaccion y Refrigeracion,"prov y col de 2 radiadores en aulas, prov y col de 2 bombas recircu calef"
0602307,2021,Albañileria / Pintura,"Reparar Cielorrasos 1ero,2do y 3er grado"
0602307,2021,Electricidad,"Instalación 7 equipos purificadores aire, Puesta en norma Tablero Principal en SS"
0602307,2022,Albañileria / Pintura,"2da etapa Reparac Cielorr Aulas 1,2,3"
0602307,2022,Calefaccion y Refrigeracion,"Puesta en marcha de calefacción, Cambio equipo calefactor fin vida útil"
0602307,2023,Electricidad,Inst. Eléctrica s/etapas prevista
0602310,2021,Electricidad,Instalación 4 equipos purificadores aire
0602310,2021,Incendio,Reparar tablero control
0602310,2021,Sanitarias,Rep tramo cloacal Bº M-patio trasero
0602310,2022,Calefaccion y Refrigeracion,Proveer Split frío/calor de 3000
0602310,2022,Cubiertas / Impermeabilizaciones,Insonorización 2da parte
0602310,2022,Electricidad,Insonorización extracción cocina
0602310,2022,Sanitarias,Reponer mingitorio roto por vandalismo
0602310,2023,Gas,Estufa en sala plastica
0602316,2021,Electricidad,"Instalación 3 equipos purificadores aire, Provisión y coloc TT eléctr.Vivi Casera"
0602316,2021,Gas,Ejecutar Recomendac. Form. Metrogas
0602316,2021,Incendio,Reemplazo 1 matafuegos ABC
0602316,2022,Gas,doble regulación en nicho solic Metrogas
0602316,2023,Albañileria / Pintura,Reparación Cielorrasos Circulación y Bañ
0602319,2021,Electricidad,Instalar 6 equipos purificadores
0602319,2022,Electricidad,Instalacion luces de emergencia
0602325,2023,Otros Servicios,Vallado de contención
0602346,2021,Gas,Pintura Circulación y Prov 6 TB
0602346,2021,Sanitarias,"Cambio hojas puertas placa Bo Alumnos, Desag.Cloacal 1erP+CielorrasoPb Baños Al"
0602346,2022,Albañileria / Pintura,Cielorraso Circulación der 1er piso
0602346,2022,Sanitarias,Reparación cloaca y nueva CI
0602346,2023,Sanitarias,Provisión de bomba faltante
0602349,2021,Calefaccion y Refrigeracion,Colocación de purificadores
0602349,2021,Gas,"Adecuaciones de instalaciones e cocina, Recambio de Termotanque"
0602349,2022,Calefaccion y Refrigeracion,Instalación AA
0602349,2022,Medios de elevación,reacondicionamiento de ascensor
0602349,2022,Sanitarias,Refuncionalización de sanitario C-H
0602349,2023,Albañileria / Pintura,Cielorraso desmontable en comedor
0602358,2021,Electricidad,Instalación 6 equipos purificadores aire
0602358,2021,Gas,Reempl 2 tb y 4 griferías economiz. agua
0602358,2021,Medios de elevación,Funcionamiento ascensor
0602358,2022,Albañileria / Pintura,Pintura de  4 Aulas
0602358,2023,Electricidad,"Reparar sist alarma incendio s/infoAsba, Reparar tablero A A"
0602361,2021,Electricidad,Instalacion 5 equipos purificadores
0602361,2022,Electricidad,Instalacion luces de emergencia
0602364,2022,Cubiertas / Impermeabilizaciones,Colocar red antipaloma en patio
0602364,2023,Albañileria / Pintura,Reparacion  revoques y pintura
0602367,2021,Gas,"Provision y colocación de termotanque, Adecuar a normativa Inst de Gas"
0602367,2022,Sanitarias,Reponer inodoro baño de nenas
0602367,2023,Albañileria / Pintura,"Pintura de Paredes techos, y carpintería"
0602385,2021,Albañileria / Pintura,Baranda protectora y pintura
0602385,2022,Electricidad,Reemplazo de paneles led quemados
0602385,2022,Gas,Doble regulación de gas
0602385,2023,Albañileria / Pintura,Pintura patio interior
0602385,2023,Electricidad,PROV Y COLOC LUCES EMERGENCIA
0602403,2022,Gas,Recambio de artefacto cocina
0602403,2023,Albañileria / Pintura,Reparar revoque y pintura office y baños
0602403,2023,Carpinterías,Coloc red antipaloma en ventanas
0602415,2021,Electricidad,Colocación de purificadores
0602415,2021,Incendio,Colocación de luces de emergencia
0602415,2022,Albañileria / Pintura,Arreglos de revoques y pintura
0602415,2022,Electricidad,Reemplazo de 3 ventiladores
0602415,2022,Sanitarias,Solicitud tapa de inodoros
0602415,2023,Carpinterías,Mallado en reja de acceso
0602424,2021,Albañileria / Pintura,Rep Revoques-Pintura Aulas Etapa 1
0602424,2021,Electricidad,Instalacion Purificadores de Aire
0602424,2022,Albañileria / Pintura,Demoler pileta en Sala 4y5 Inicial
0602424,2022,Electricidad,Instalacion luces de emergencia
0602424,2023,Albañileria / Pintura,Reparacion friso y pintura Aula musica
0602424,2023,Carpinterías,Cambiador en baño Sala 2
0602424,2023,Gas,Adecuación Inst. Gas
0602436,2021,Albañileria / Pintura,Reparacion frisos SUM-Circulacion
0602436,2022,Albañileria / Pintura,Recolocacion Revestimiento Aula
0602436,2022,Carpinterías,Recambio de todos los policarbonato
0602436,2022,Electricidad,Colocacion de 4 ventiladores de pared
0602445,2021,Gas,"Cambio de estufa en 4to grado, Reemplazo de termotanque en cocina"
0602445,2022,Albañileria / Pintura,"Tratamiento ignifugo en escenario, Arreglos de revoque y pintura"
0602445,2022,Cubiertas / Impermeabilizaciones,Reparación de cubierta en sala
0602445,2022,Electricidad,Reemplazo de 2 ventiladores
0602445,2022,Gas,Protecciones para estufas
0602445,2022,Incendio,Colocación de luces de emergencia
0602445,2023,Albañileria / Pintura,"Red de contencion para palomas, Red anti palomas en ventana"
0602454,2021,Albañileria / Pintura,Reparar revoques y pintura aulas fachada
0602454,2021,Carpinterías,"Protecciones para carpinterias, Coloc malla,barral ventanas puerta acces"
0602454,2021,Incendio,Provision de extintor para cocina
0602454,2022,Albañileria / Pintura,"Colocacion timbre para jardin, Colocar soporte para proyector en aula"
0602454,2022,Electricidad,"Reemplazo de 3 ventiladores, Tendido eléctrico para AA-Aulas Jardín"
0602454,2023,Electricidad,Colocación de equipo forzado para ventil
0602457,2021,Sanitarias,cambiar de artefactos sanitarios
0602457,2022,Albañileria / Pintura,"Colocar piso antigolpes-Revoques y pint., Arreglos revoques  patio sobre escenario"
0602457,2022,Electricidad,Reemplazo de 2 ventiladores
0602457,2023,Electricidad,5 ventiladores
0602469,2021,Carpinterías,"Prov, coloc escalera p/acceso azotea"
0602469,2021,Electricidad,Instalar 5 purificadores
0602469,2023,Albañileria / Pintura,Reemplazo de vidrios de ventanas
0602496,2021,Albañileria / Pintura,TERMINACIONES SALONES DE DANZAS Y HERRER
0602496,2021,Carpinterías,"Baranda protectora, Cerramiento de seguridad en anexo Muratu"
0602496,2021,Electricidad,Instalacion de 16 equipos purificadores
0602496,2021,Gas,"Adecuaciones gas, extracción y ventilaci"
0602496,2021,Sanitarias,Destapacion de piletas de decantacion
0602496,2022,Electricidad,Adecuacion biblioteca
0602496,2022,Sanitarias,"Destapación de piletas decantacion, Destapación de piletas de decantación"
0602508,2021,Gas,Revision y reintegro del servicio de gas
0602508,2022,Electricidad,Prov. Coloc 3 ventiladores
0602535,2021,Albañileria / Pintura,Reparación cubierta y cielorraso
0602535,2021,Calefaccion y Refrigeracion,Instalar 6 purificadores
0602535,2021,Carpinterías,Colocación rejas existentes en Gimnasio
0602535,2021,Electricidad,Colocación de Timbre Programable
0602535,2021,Gas,Adecuación instalación de gas
0602535,2021,Incendio,Incendio: Reemplazo de extintore
0602535,2021,Medios de elevación,Reposición piezas montasilla
0602535,2021,Sanitarias,Provisión de nueva bomba impulsora
0602535,2022,Electricidad,Colocación Tomas Salas y Sanitizador
0602538,2021,Electricidad,Instalación de 2 purificadores
0602538,2021,Gas,Adecuación x Inspección Metrogas
0602538,2021,Sanitarias,Cambio de tapa de tanque de reserva
0602538,2022,Albañileria / Pintura,Rep. grietas en cielorraso de material
0602538,2022,Calefaccion y Refrigeracion,Instalar Split Sala Computación
0602538,2022,Cubiertas / Impermeabilizaciones,Filtraciones cubierta comedor
0602538,2023,Calefaccion y Refrigeracion,Reemplazo y Acondicionamiento Estufas
0602538,2023,Carpinterías,Placas ignifugas
0602544,2022,Calefaccion y Refrigeracion,"Instalacion de purificadores de aire, Reemplazar estufas de tiro balanceado."
0602544,2022,Sanitarias,Camara septica y desagües cloacales
0602550,2022,Calefaccion y Refrigeracion,Instalacion de purificadores de aire
0602550,2022,Electricidad,Iluminación en terraza
0602550,2022,Gas,Artefacto de cocina para casa casero.
0602553,2021,Medios de elevación,Habilitacion del ascensor
0602553,2022,Gas,Cambio de reguladores.
0602553,2022,Medios de elevación,decuación del ascensor
0602568,2021,Carpinterías,Provisión y colocacioón vidrios
0602568,2021,Gas,"reparación e instalacion de gas, adecuación de caldera"
0602568,2021,Incendio,"Recambio central de incendio, Reemplazo de matafuegos"
0602568,2022,Calefaccion y Refrigeracion,Placas calefactores electricos
0602568,2022,Electricidad,Adecuación de sistema de caldera
0602568,2022,Gas,Adecuación de sistema de gas.
0602571,2021,Cubiertas / Impermeabilizaciones,"Demolicion terraza patio casera, imperme"
0602571,2021,Gas,Adecuacion de instalacion de gas
0602574,2021,Electricidad,Instalación de toma termotanque
0602574,2022,Carpinterías,Prov y coloc. vidrio roto x vandalismo
0602574,2022,Electricidad,inst. prov. ventiladores
0602574,2022,Gas,Adecuacion instalacion de gas
0602577,2021,Cubiertas / Impermeabilizaciones,Impermeabilizacion patio casero
0602577,2021,Electricidad,Reposicion caja termicas y cableado
0602577,2021,Incendio,Cambio bomba incendio por vandalismo
0602577,2022,Gas,"Puesta en normativa gas por Metrogas,sal"
0602577,2022,Otros Servicios,Colocar tomas en aulas
0602637,2021,Albañileria / Pintura,"Cerco medianero con fundacion y rejas, Refacciones Aulas del Futuro + cerramien"
0602637,2021,Gas,Reposicion termotanque en secretaria jar
0602637,2022,Carpinterías,Secundarias del Futuro
0602658,2021,Incendio,"Cambio de extintores, mangueras y lanzas"
0602658,2022,Sanitarias,Recambio de tapa de tanque de reserva
0602658,2023,Electricidad,Edificación de aula
0602712,2022,Albañileria / Pintura,Colocar redes plásticas y bandejas
0602712,2022,Calefaccion y Refrigeracion,Proveer y coloc 5 estufas de 5000 calorí
0602718,2021,Albañileria / Pintura,Pintura varios sectores
0602733,2022,Calefaccion y Refrigeracion,Instalación para A°A°
0602736,2022,Cubiertas / Impermeabilizaciones,Reparar filtraciones en techo
0602739,2021,Carpinterías,Retirar juegos de patio de jardin
0602745,2021,Albañileria / Pintura,Rep filtraciones y pintura en S. Música
0602745,2022,Albañileria / Pintura,Refuncionalizar terraza
0602757,2021,Albañileria / Pintura,Tabique para canteroy reja de protección
0602757,2021,Sanitarias,"2 bombas centrifugas,achique,tanque, Provision de camion atmosferico"
0602757,2022,Carpinterías,"Proveer y colocar puerta reja, Prov. coloc de 3 cerraduras por vandalis, Prov. coloc. 4 vidrios por vandalismo"
0602757,2022,Gas,Adecuar instalación de gas
0602757,2022,Sanitarias,Ejecución de cámaras cloacales.
0602757,2023,Electricidad,Proveer  luminarias exteriores
0602769,2021,Carpinterías,"Colocar pasadores,rep cerradura-Acceso x"
0602769,2021,Incendio,Actualizar extintores
0602769,2022,Albañileria / Pintura,Retiro y colocacion de  cerámicos
0602769,2022,Gas,Instalación de gas.
0602769,2022,Sanitarias,"Prov. coloc.bomba presurizadora, Reemplazo de dos mochilas por vandalismo"
0602853,2021,Albañileria / Pintura,Reparar solado patio posterior
0602853,2021,Medios de elevación,puesta en norma del ascensor
0602853,2022,Albañileria / Pintura,Prov. Inst.  de piso antigolpe
0602853,2022,Calefaccion y Refrigeracion,Reparación de bombas de recirculación
0602853,2022,Incendio,Reposición de mangueras en hidrantes
0602859,2021,Albañileria / Pintura,"Prov, instalar barandas en escaleras, Reparar pared perimetral patio lateral"
0602859,2021,Calefaccion y Refrigeracion,Provision e inst. protectores estufas
0602859,2022,Albañileria / Pintura,Reparación de pared medianera lindera
0602862,2021,Albañileria / Pintura,Reparación cantero y puerta lateral
0602862,2021,Carpinterías,Reparar estructura tela sombra-Patio JIC
0602862,2021,Medios de elevación,puesta en norma del ascensor
0602862,2022,Albañileria / Pintura,"Reaalización de dos aulas en PA, Rep. de Solado en patio del jardín"
0602862,2022,Calefaccion y Refrigeracion,"Prov. inst. placas termicas Planta Alta, Provision de protecciones de estufas"
0602862,2022,Incendio,"Reponer lanzas y tapas pvc en nichos, Reposición de mangueras en hidrantes"
0602868,2021,Albañileria / Pintura,"Desprend. cielorraso galeria PA, Rep  pared medianera y  filtraciones"
0602868,2021,Carpinterías,cambio de cerradura por vandalismo
0602868,2021,Electricidad,"Reponer 3 luces de emergencia, coloc timbre inalámbrico en jardin, Coloc 3 purificadores de aire salas jard"
0602868,2021,Gas,reacondicionamiento instalación de gas
0602868,2022,Sanitarias,Recambio de inodoro por vandalismo
0602883,2021,Calefaccion y Refrigeracion,Cambio de estufa
0602883,2021,Gas,Cambio de calefon por termotanque 50L
0602883,2022,Albañileria / Pintura,"Cambio de piso de goma-Sala 1 año, Colocacion placas en friso"
0602883,2022,Calefaccion y Refrigeracion,Prov. coloc.equipo AA frio calor
0602883,2022,Carpinterías,"Colocacion de 3 cerradura por vandalismo, Colocación cerraduras puerta de entrada"
0602883,2022,Cubiertas / Impermeabilizaciones,Cambio de canaleta
0602883,2022,Gas,Estufa para sector de comedor
0602883,2022,Incendio,Cambio de matafuegos 5kg
0602883,2023,Albañileria / Pintura,Revestimiento de durlok en direccion
0602883,2023,Calefaccion y Refrigeracion,Equipo aire frio calor inverter de 5000
0602883,2023,Electricidad,Colocacion de artefactos luz tubos led
0602898,2021,Carpinterías,Reparar carpinteria de hierro en aula
0602898,2022,Electricidad,Provision y colocacion de luces de emerg
0602898,2022,Gas,Adecuación instalación de gas
0606432,2021,Otros Servicios,Instalación Purificadores Aulas
0606432,2021,Saneamiento,Limpieza de Tanques
0606432,2022,Albañileria / Pintura,Acondicionamiento de 2 aulas Primer Piso
0606432,2022,Cubiertas / Impermeabilizaciones,Aislación Hidrófuga de Azotea Inaccesibl
0606432,2022,Sanitarias,Reemplazo de 3 tanques fibrocemento
0606432,2023,Electricidad,Instalación en espacios seguros
0606435,2021,Gas,reacondicionamiento sistema seguridad
0606435,2022,Albañileria / Pintura,Ejec de Cielorraso y Rep por Filtración
0606435,2023,Incendio,Reemplazo y provisión de extintores falt
0607167,2021,Incendio,Cambiar caño de incendio con perdidas
0607167,2022,Electricidad,"Proveer 11 ventiladores de pared de 20"", Reparación de timbre de recreos"
0607707,2021,Albañileria / Pintura,Reposicion de solado de sum
0607707,2021,Cubiertas / Impermeabilizaciones,Reemplazo de cubierta de SUM
0607707,2022,Albañileria / Pintura,"Acondicionamiento de preceptoría 2ndo pi, Acondicionamiento aula 3ero 3era"
0607707,2022,Carpinterías,modificación de carpinterías oficinas pb
0607707,2022,Saneamiento,Refuerzo Especial de Control de Plagas -
0607707,2023,Albañileria / Pintura,"6 aulas SdF 2023, Espacio Digital SdF"
0607752,2021,Carpinterías,"Guias nuevas de persianas metalicas x va, Cambio de cerradura puerta entrada x van, Cambio de 2 vidrios en sum, Rejas para patio-sector puertas"
0607752,2021,Electricidad,Colocacion de tomas corriente lactario
0607752,2021,Sanitarias,Coloc bomba con tablero c/automatico
0607752,2022,Carpinterías,Cambio de vidrio ventana por vandalismo
0607914,2021,Carpinterías,"Ejec. porton y rejas comedor, Proteccion metal. baranda cocina"
0607914,2021,Incendio,Reparar alarma contra incendio
0607914,2022,Albañileria / Pintura,Reparación de cielorraso comedor
0607914,2022,Electricidad,"Prov. Inst. 2 ventiladores cocina, Cambio de central alarma antirrobo, Cambio de central de incendio, CAMBIO CENTRAL DE INTERCOMUNICADORES, Iluminación exterior"
0607929,2021,Carpinterías,Cambio cerradura de cocina
0607929,2021,Electricidad,"Cableado y toma para A°A°-S. Computación, Colocar timbre exterior"
0607929,2021,Medios de elevación,Corte de fuerza motriz de ascensor
0607929,2022,Albañileria / Pintura,Reja de proteccion metalica.
0607929,2022,Carpinterías,Realizacion rejas 2 ventanas
0608004,2021,Carpinterías,"Cerramiento para biblioteca, Adecuación y puesta en servicio ascensor"
0608004,2021,Electricidad,Adecuación de sala de maquinas
0608004,2022,Carpinterías,"Cerco perimetral sobre muro medianero, Colocación de mosquiteros en ventana, Cambio de carpinterias en aulas"
0608004,2022,Electricidad,"iluminación de fachada y protección gas, Solicitan 16 ventiladores aulas de Jardi, Solicitan 6 ventiladores aula niños, solicitan 26 artefactos electrico"
0608004,2022,Sanitarias,Construccion de camara de inspeccion
0608004,2023,Electricidad,Reemplazar 5 ventiladores
0608061,2021,Sanitarias,Desagote de camaras cloacales
0608061,2022,Electricidad,Proveer y colocar ventilador de pared
0608061,2023,Electricidad,Prov. y coloc. equipo de iluminacion
0608064,2021,Sanitarias,Bombas elevadoras
0608064,2022,Electricidad,"Instalación de luminarias led, Reemplazo de ventiladores con anomalías"
0800004,2021,Albañileria / Pintura,Cambio de solados vinilicos
0800004,2021,Sanitarias,sanitarios de comedor niños y adultos
0800004,2022,Gas,Cambio de termotanque casa casera
0800004,2022,Sanitarias,"Bajada de caño pluvial, Cambio de tapa en tanque de bombeo"
0800004,2023,Calefaccion y Refrigeracion,Cambio de aprox 10 equipos y calderas.
0800004,2023,Electricidad,Reparacion de Sistema de Vigilancia
0800004,2023,Sanitarias,Cambio de 2 inodoros
0800020,2021,Sanitarias,Cambio de dos inodoros
0800036,2021,Calefaccion y Refrigeracion,Colocar purificadores en 2 aulas
0800036,2021,Cubiertas / Impermeabilizaciones,Impermeabilizacion de azotea comedor
0800036,2021,Medios de elevación,Adecuar a norma montacarga
0800040,2021,Electricidad,Colocación de purificadores
0800040,2021,Medios de elevación,Reparar plataformas elevadoras
0800040,2022,Electricidad,Iluminacion de  Emergencia
0800040,2022,Medios de elevación,Reparar montacargas
0800040,2022,Sanitarias,Reemplazo de caño pluvial
0800044,2021,Carpinterías,Rejas en ventanas a la vía pública
0800044,2021,Electricidad,Colocación de luces de emergencia
0800044,2021,Incendio,Reemplazo de 1 matafuegos 5k abc
0800044,2021,Sanitarias,Reparacion entrada de agua al edificio
0800044,2022,Gas,Colocación de solenoide y extractor
0800044,2022,Sanitarias,Colocación de bachas en salas de 5 años
0800044,2023,Gas,CAMBIO DE TERMOTANQUE
0800052,2021,Carpinterías,Reemplazo de vidrio en comedor
0800052,2021,Medios de elevación,habitación plataforma de acceso
0800052,2022,Albañileria / Pintura,"Trabajos en medianera, Pintura del patio de la escuela y reja"
0800052,2022,Calefaccion y Refrigeracion,REPARACION DE CALDERA
0800052,2022,Carpinterías,Protección para sala de de 4 y 5 años
0800056,2021,Carpinterías,Rep muro y reja en sector patio
0800056,2022,Calefaccion y Refrigeracion,"Reparar instalación de calefacción, Etapa 2 de reparación de calefacción, Cambio de quemador caldera"
0800056,2022,Carpinterías,Cambio de 3 cerraduras
0800056,2023,Incendio,Reponer punta de lanza hidrante
0800080,2021,Albañileria / Pintura,Colocación de media sombra
0800080,2021,Calefaccion y Refrigeracion,Cambio de solenoide por fin de vida útil
0800080,2021,Electricidad,"Nuevo pilar por aumento de potencia, Normalización de inst eléc en OfficeDir"
0800080,2021,Medios de elevación,Regularización de normativa de ascensor
0800080,2022,Calefaccion y Refrigeracion,Cambio de quemador caldera
0800080,2022,Carpinterías,cambio de cerraduras
0800080,2023,Electricidad,Instalación de reflectores
0800080,2023,Incendio,reemplazo de  4 matafuegos
0800088,2021,Carpinterías,Reposición picaportes y cerraduras
0800088,2021,Electricidad,Reemplazo de ventiladores en aulas
0800088,2022,Electricidad,Adecuación de la instalación eléctrica
0800088,2022,Incendio,Reposición accesorios IFCI vandalizados
0800088,2023,Electricidad,Instalacion  Espacios Seguros
0800112,2021,Albañileria / Pintura,"Arreglos en Buffet, Aulas del futuro"
0800112,2021,Carpinterías,Readecuación de escalera metálica ext.
0800112,2021,Electricidad,Readecuación de Tablero
0800112,2021,Gas,Prolongación conducto vent campana
0800112,2021,Incendio,Reemplazo de 2 matafuegos 5k abc
0800112,2021,Otros Servicios,Readecuacion de patio sala 2 años
0800112,2022,Albañileria / Pintura,"Realización de espacio digital, Colocación de cerámicas, pint y electric"
0800112,2022,Calefaccion y Refrigeracion,Reparación de caldera
0800112,2022,Carpinterías,Seguridad en espacio tecnológico
0800112,2022,Electricidad,"Reparación de Iluminación de cancha de f, Instalación de termotanque eléctrico, Instalación de luminaria en huerta"
0800112,2023,Calefaccion y Refrigeracion,Cambio de Caldera
0800112,2023,Incendio,Reemplazo de 1 matafuego
0800116,2021,Albañileria / Pintura,demolicion y reconstruccion de cielorras
0800116,2021,Gas,"Puesta a normativa instalacion de gas, Cambio de 7 estufas en aulas"
0800116,2021,Sanitarias,Impermeabilizacion de canaletas
0800116,2022,Albañileria / Pintura,"Reparacion de cielorrasos sobre caja esc, Cambio de tanques de reserva"
0800116,2022,Calefaccion y Refrigeracion,Cambio de 3 estufas
0800116,2022,Sanitarias,Cambio de bomba de achique
0800116,2023,Electricidad,Reemplazo de 19 ventiladores de pared
0800308,2021,Cubiertas / Impermeabilizaciones,Cambio de membrana en losas
0800308,2021,Gas,cambio de campana de cocina
0800308,2022,Cubiertas / Impermeabilizaciones,Cambio membrana techo de patio cubierto
0800328,2021,Carpinterías,Provision/colocacion puertas corredizas
0800328,2021,Medios de elevación,Puesta en normativa ascensor
0800328,2022,Calefaccion y Refrigeracion,Cambio quemador en caldera
0800328,2022,Carpinterías,Reparación carpinteria metalica
0800328,2023,Electricidad,Protocolo espacios seguros
0800332,2021,Calefaccion y Refrigeracion,Calefactor de TB en aula lila de Jardín
0800332,2021,Electricidad,"Prov,coloc ventilador sala maestros"
0800332,2021,Incendio,provisión y colocación de  6 Extintores
0800332,2021,Sanitarias,Colocar termotanque y canillas-B° Jardín
0800332,2022,Carpinterías,Prov. Coloc. de Rejas en ventana
0800332,2022,Gas,Reemplazo de 3 calefactores
0800332,2023,Albañileria / Pintura,Puesta en valor de 2 aulas de PB
0800332,2023,Electricidad,Prov y coloc  luces de emergencia
0800336,2021,Carpinterías,Confección de rampa de madera
0800336,2021,Gas,"Cotizar y reemplazar estufa de aula y co, Rreemplazo valvula solenoide"
0800336,2021,Medios de elevación,Puesta en normativa de sistema elevaplat
0800336,2021,Sanitarias,Cambiar 2 tanques de agua
0800336,2022,Cubiertas / Impermeabilizaciones,Cambio de membrana en azotea
0800336,2022,Gas,Reparación de red y artefactos de gas
0800336,2022,Incendio,Reposición de 1 Matafuegos ABC 5kg
0800336,2023,Electricidad,Reemplazo de 3 ventiladores de techo
0800336,2023,Otros Servicios,Protecciones para artefacto de gas
0800344,2021,Cubiertas / Impermeabilizaciones,Readecuacion de inst pluvial en terraza
0800344,2021,Electricidad,Reemplazo de tablero principal
0800344,2022,Albañileria / Pintura,Refuerzo estructural losa y vigas
0800344,2022,Calefaccion y Refrigeracion,Recambio de estufas
